'sample #','MLII','V1'
0,1003,1062
1,1003,1062
2,1003,1062
3,1003,1062
4,1003,1062
5,1003,1062
6,1003,1062
7,1003,1062
8,999,1062
9,995,1068
10,994,1069
11,989,1074
12,985,1069
13,983,1066
14,984,1066
15,984,1068
16,985,1070
17,984,1070
18,984,1067
19,982,1066
20,982,1067
21,986,1069
22,986,1070
23,984,1072
24,981,1070
25,979,1068
26,979,1069
27,982,1070
28,982,1075
29,978,1078
30,975,1078
31,972,1077
32,973,1076
33,975,1081
34,978,1083
35,975,1083
36,968,1083
37,973,1080
38,991,1079
39,1021,1069
40,1056,1046
41,1099,1016
42,1153,989
43,1221,970
44,1298,954
45,1369,945
46,1411,945
47,1403,958
48,1349,979
49,1280,1000
50,1207,1021
51,1134,1042
52,1076,1048
53,1033,1046
54,1002,1045
55,982,1047
56,973,1052
57,972,1062
58,977,1068
59,977,1069
60,970,1065
61,966,1065
62,963,1070
63,965,1072
64,965,1077
65,964,1075
66,958,1072
67,957,1069
68,959,1072
69,959,1074
70,961,1076
71,960,1076
72,958,1076
73,958,1072
74,959,1072
75,961,1077
76,960,1076
77,959,1076
78,959,1073
79,956,1073
80,959,1072
81,964,1075
82,964,1077
83,961,1076
84,960,1071
85,957,1071
86,958,1072
87,963,1076
88,964,1076
89,962,1078
90,959,1074
91,957,1071
92,961,1072
93,965,1072
94,962,1075
95,962,1074
96,959,1067
97,961,1064
98,964,1067
99,966,1069
100,969,1070
101,969,1067
102,967,1063
103,966,1061
104,969,1061
105,972,1062
106,975,1064
107,973,1061
108,973,1057
109,973,1054
110,978,1052
111,982,1053
112,988,1054
113,990,1052
114,990,1046
115,990,1042
116,991,1043
117,998,1042
118,1002,1041
119,1002,1039
120,1002,1037
121,1003,1031
122,1005,1032
123,1008,1036
124,1014,1034
125,1014,1035
126,1014,1032
127,1014,1030
128,1016,1029
129,1020,1033
130,1021,1038
131,1020,1040
132,1015,1038
133,1014,1041
134,1014,1043
135,1017,1048
136,1015,1054
137,1011,1057
138,1003,1060
139,1001,1056
140,1000,1061
141,1002,1067
142,1001,1073
143,994,1070
144,988,1072
145,985,1071
146,985,1073
147,985,1076
148,985,1079
149,981,1080
150,975,1079
151,974,1075
152,975,1077
153,977,1080
154,977,1083
155,977,1082
156,972,1078
157,970,1076
158,973,1078
159,976,1082
160,975,1083
161,972,1081
162,967,1078
163,966,1077
164,971,1079
165,974,1083
166,973,1084
167,973,1084
168,970,1080
169,968,1078
170,972,1080
171,975,1085
172,975,1084
173,975,1082
174,970,1079
175,972,1077
176,976,1077
177,977,1080
178,976,1085
179,974,1085
180,973,1081
181,974,1076
182,979,1080
183,986,1080
184,986,1078
185,985,1074
186,985,1069
187,991,1063
188,998,1060
189,1011,1057
190,1020,1047
191,1023,1040
192,1032,1027
193,1047,1016
194,1069,1004
195,1090,992
196,1107,975
197,1118,960
198,1130,942
199,1149,931
200,1178,914
201,1202,904
202,1224,892
203,1238,879
204,1255,867
205,1277,859
206,1304,853
207,1331,850
208,1356,849
209,1365,847
210,1359,852
211,1344,864
212,1329,879
213,1318,899
214,1305,917
215,1286,934
216,1269,955
217,1263,974
218,1254,991
219,1241,1004
220,1226,1011
221,1211,1013
222,1199,1015
223,1201,1013
224,1204,1016
225,1199,1015
226,1176,1011
227,1145,1012
228,1115,1015
229,1080,1023
230,1049,1038
231,1010,1057
232,975,1075
233,944,1091
234,926,1097
235,922,1106
236,915,1108
237,905,1116
238,897,1117
239,893,1120
240,889,1121
241,887,1123
242,883,1125
243,880,1129
244,880,1129
245,877,1131
246,874,1131
247,871,1134
248,874,1133
249,870,1138
250,865,1143
251,865,1144
252,860,1144
253,860,1144
254,859,1147
255,853,1150
256,852,1154
257,848,1157
258,847,1156
259,843,1157
260,843,1160
261,843,1163
262,839,1169
263,836,1171
264,829,1171
265,828,1174
266,828,1175
267,831,1181
268,831,1184
269,825,1183
270,821,1182
271,820,1182
272,819,1187
273,818,1189
274,817,1189
275,817,1189
276,816,1186
277,817,1182
278,816,1182
279,825,1180
280,826,1179
281,824,1178
282,822,1168
283,825,1164
284,831,1159
285,842,1158
286,843,1152
287,843,1148
288,847,1141
289,854,1131
290,866,1127
291,875,1127
292,880,1122
293,881,1119
294,885,1109
295,891,1105
296,903,1104
297,911,1101
298,916,1103
299,918,1097
300,921,1090
301,929,1088
302,935,1088
303,941,1090
304,942,1087
305,942,1086
306,942,1082
307,945,1079
308,948,1083
309,953,1082
310,953,1083
311,947,1083
312,946,1081
313,946,1079
314,952,1080
315,956,1083
316,954,1086
317,951,1083
318,947,1081
319,947,1080
320,952,1083
321,955,1083
322,951,1082
323,952,1082
324,950,1083
325,952,1079
326,955,1082
327,956,1082
328,952,1082
329,950,1082
330,950,1077
331,953,1079
332,957,1080
333,958,1078
334,955,1080
335,954,1079
336,953,1078
337,957,1075
338,958,1075
339,960,1077
340,960,1079
341,959,1079
342,956,1075
343,960,1073
344,963,1073
345,963,1075
346,965,1077
347,966,1077
348,964,1075
349,964,1075
350,965,1075
