'sample #','MLII','V1'
0,996,949
1,996,949
2,996,949
3,996,949
4,996,949
5,996,949
6,996,949
7,996,949
8,996,954
9,1001,953
10,996,950
11,996,947
12,993,947
13,995,951
14,998,952
15,1002,952
16,999,952
17,999,949
18,998,952
19,999,954
20,1004,957
21,1009,960
22,1009,960
23,1010,956
24,1009,959
25,1010,960
26,1012,965
27,1019,968
28,1020,967
29,1023,966
30,1025,964
31,1034,962
32,1047,958
33,1056,952
34,1058,948
35,1059,948
36,1057,946
37,1058,948
38,1054,948
39,1061,948
40,1051,947
41,1045,946
42,1040,946
43,1037,951
44,1036,953
45,1036,955
46,1027,948
47,1019,945
48,1010,943
49,1006,945
50,1000,949
51,998,947
52,1000,945
53,994,941
54,990,944
55,989,945
56,991,946
57,995,947
58,993,944
59,992,945
60,992,947
61,994,949
62,996,948
63,1000,947
64,996,945
65,993,946
66,993,949
67,997,957
68,998,967
69,1002,975
70,1003,973
71,998,958
72,996,936
73,996,907
74,996,866
75,1004,819
76,1028,782
77,1060,755
78,1100,748
79,1145,762
80,1182,785
81,1203,809
82,1192,838
83,1142,868
84,1069,897
85,1013,929
86,987,952
87,986,962
88,985,965
89,992,966
90,997,965
91,999,968
92,1004,969
93,1004,968
94,1000,966
95,997,963
96,993,966
97,994,967
98,999,967
99,1003,965
100,1004,964
101,1001,963
102,999,963
103,1000,965
104,1004,965
105,1005,966
106,1003,964
107,1001,958
108,1000,960
109,1002,963
110,1003,966
111,1005,965
112,1005,963
113,1002,961
114,1002,960
115,1003,963
116,1006,965
117,1007,962
118,1006,962
119,1001,960
120,1003,959
121,1006,963
122,1007,964
123,1007,967
124,1007,962
125,1006,961
126,1004,962
127,1005,965
128,1008,967
129,1012,967
130,1009,965
131,1008,961
132,1007,960
133,1009,964
134,1010,967
135,1013,966
136,1010,963
137,1007,964
138,1008,962
139,1007,965
140,1013,964
141,1016,966
142,1014,965
143,1011,963
144,1012,963
145,1011,965
146,1014,967
147,1017,966
148,1015,966
149,1015,966
150,1015,963
151,1015,966
152,1018,970
153,1017,971
154,1020,967
155,1016,965
156,1014,962
157,1013,966
158,1018,968
159,1019,970
160,1018,966
161,1013,964
162,1013,965
163,1014,968
164,1016,970
165,1016,966
166,1014,965
167,1011,964
