'sample #','MLII','V1'
0,838,992
1,838,992
2,838,992
3,838,992
4,838,992
5,838,992
6,838,992
7,838,992
8,839,992
9,839,990
10,840,992
11,841,992
12,842,994
13,844,995
14,849,997
15,850,998
16,854,999
17,856,998
18,861,998
19,861,994
20,863,990
21,867,988
22,869,989
23,870,988
24,876,987
25,877,986
26,882,986
27,884,986
28,889,986
29,890,985
30,892,982
31,893,979
32,891,977
33,892,972
34,891,970
35,891,970
36,892,970
37,890,969
38,894,971
39,893,972
40,896,973
41,898,970
42,896,967
43,897,964
44,895,962
45,894,961
46,892,959
47,891,961
48,890,961
49,891,962
50,892,961
51,894,963
52,895,962
53,894,960
54,894,961
55,894,958
56,892,955
57,890,956
58,889,954
59,888,954
60,887,956
61,886,959
62,890,958
63,889,959
64,890,960
65,889,960
66,886,958
67,885,956
68,885,955
69,888,951
70,884,952
71,885,951
72,884,953
73,885,954
74,884,956
75,886,958
76,886,957
77,885,956
78,886,957
79,885,954
80,885,954
81,884,952
82,884,952
83,884,953
84,884,952
85,884,954
86,887,956
87,887,958
88,889,957
89,890,955
90,891,954
91,890,954
92,889,950
93,890,950
94,889,950
95,887,949
96,888,950
97,888,951
98,892,952
99,893,952
100,895,954
101,893,954
102,898,949
103,896,949
104,898,948
105,896,948
106,894,947
107,894,947
108,892,947
109,894,948
110,895,948
111,899,951
112,901,950
113,899,953
114,899,951
115,900,947
116,897,947
117,897,944
118,897,943
119,897,943
120,898,944
121,899,945
122,899,945
123,903,948
124,905,950
125,908,948
126,909,950
127,911,947
128,910,943
129,911,944
130,909,943
131,911,944
132,914,946
133,914,948
134,917,947
135,920,951
136,923,951
137,925,950
138,927,951
139,928,948
140,928,945
141,930,945
142,929,940
143,931,939
144,935,938
145,934,937
146,937,937
147,938,935
148,937,934
149,935,930
150,931,931
151,930,930
152,925,929
153,921,929
154,918,928
155,914,933
156,914,932
157,909,935
158,912,939
159,911,940
160,911,944
161,909,941
162,904,941
163,902,942
164,899,941
165,896,939
166,895,937
167,894,938
168,897,940
169,898,943
170,900,942
171,903,943
172,905,943
173,903,943
174,906,941
175,906,940
176,905,937
177,903,938
178,903,935
179,899,934
180,900,937
181,905,938
182,907,940
183,908,939
184,911,941
185,913,939
186,914,939
187,915,937
188,920,936
189,923,935
190,930,931
191,937,933
192,953,934
193,968,936
194,990,939
195,1014,937
196,1037,937
197,1072,934
198,1106,925
199,1147,915
200,1186,900
201,1220,878
202,1247,854
203,1270,833
204,1291,808
205,1313,786
206,1324,766
207,1315,742
208,1272,723
209,1195,704
210,1105,699
211,1012,702
212,934,719
213,882,740
214,856,764
215,850,791
216,860,814
217,871,835
218,878,854
219,885,868
220,890,884
221,891,896
222,891,909
223,889,919
224,886,927
225,883,930
226,880,933
227,880,933
228,879,934
229,876,935
230,879,940
231,882,941
232,882,945
233,877,945
234,879,945
235,880,940
236,878,940
237,877,940
238,874,938
239,875,939
240,873,942
241,871,942
242,872,944
243,873,944
244,872,946
245,874,947
246,871,948
247,871,945
248,870,944
249,870,943
250,867,944
251,869,946
252,869,944
253,869,948
254,869,948
255,869,949
256,869,951
257,870,954
258,870,951
259,868,949
260,867,948
261,865,945
262,862,948
263,860,947
264,859,949
265,861,950
266,861,951
267,862,952
268,863,954
269,864,953
270,861,952
271,860,953
272,859,950
273,856,950
274,855,950
275,851,953
276,852,953
277,849,953
278,853,956
279,853,960
280,852,960
281,853,960
282,852,961
283,850,961
284,846,961
285,844,961
286,844,961
287,845,959
288,845,961
289,842,967
290,843,966
291,846,969
292,847,974
293,851,972
294,850,975
295,848,975
296,847,973
297,846,974
298,844,971
299,848,972
300,849,973
301,851,976
302,856,978
303,858,980
304,863,980
305,865,978
306,869,976
307,872,974
308,872,974
309,874,972
310,876,970
311,878,969
312,879,969
313,884,970
314,887,970
315,893,969
316,895,971
317,897,968
318,898,964
319,902,962
320,902,960
321,901,957
322,901,955
323,900,953
324,899,953
325,900,952
326,904,954
327,905,952
328,909,953
329,908,951
330,908,950
331,905,948
332,906,946
333,907,942
334,905,942
335,906,943
336,905,944
337,903,945
338,906,944
339,903,945
340,906,945
341,905,947
342,906,944
343,903,942
344,904,941
345,902,939
346,902,939
347,902,938
348,902,940
349,902,941
350,900,941
351,901,943
352,902,942
353,904,941
354,903,941
355,898,942
356,899,941
357,896,938
358,895,936
359,895,937
360,896,937
361,898,939
362,897,943
363,899,944
364,899,945
365,902,943
366,900,944
367,900,940
368,900,940
369,895,941
370,894,940
371,892,939
372,894,940
373,893,942
374,898,945
375,901,944
376,902,946
377,902,942
378,903,943
379,902,944
380,901,940
381,900,940
382,900,939
383,898,938
384,897,939
385,899,942
386,903,943
387,907,943
388,908,944
389,908,943
390,906,942
391,906,942
392,906,939
393,907,940
394,903,938
395,905,938
396,903,939
397,904,941
398,904,944
399,906,941
400,909,945
401,912,942
402,911,943
403,914,941
404,914,940
405,912,937
406,912,938
407,910,938
408,913,940
409,915,938
410,917,942
411,919,942
412,921,945
413,921,946
414,923,945
415,922,944
416,925,942
417,924,942
418,924,941
419,926,942
420,929,944
421,933,943
422,936,945
423,938,946
424,939,944
425,945,942
426,947,938
427,944,932
428,944,929
429,940,924
430,935,922
431,933,921
432,930,926
433,927,927
434,926,931
435,920,935
436,919,938
437,919,938
438,915,937
439,912,937
440,908,938
441,904,937
442,899,935
443,895,937
444,900,938
445,898,937
446,902,938
447,901,941
448,904,942
449,905,942
450,905,941
451,907,942
452,904,936
453,902,935
454,900,933
455,902,934
456,903,934
457,904,937
458,904,938
459,907,937
460,910,940
461,915,937
462,917,935
463,919,935
464,926,935
465,930,931
466,942,930
467,957,929
468,973,931
469,995,934
470,1021,932
471,1046,934
472,1080,931
473,1110,923
474,1144,915
475,1180,903
476,1210,887
477,1237,866
478,1257,846
479,1274,825
480,1289,807
481,1305,790
482,1313,769
483,1313,752
484,1289,731
485,1239,712
486,1166,698
487,1082,692
488,1004,694
489,939,707
490,894,729
491,871,755
492,868,780
493,870,803
494,877,824
495,879,839
496,885,854
497,886,866
498,886,874
499,888,887
500,886,901
501,886,911
502,882,921
503,882,925
504,880,933
505,878,934
506,879,936
507,881,938
508,881,937
509,882,940
510,881,940
511,879,942
512,879,940
513,876,939
514,875,937
515,873,941
516,872,940
517,871,942
518,875,946
519,874,947
520,875,948
521,875,949
522,873,947
523,875,946
524,872,944
525,869,944
526,870,944
527,867,944
528,866,945
529,869,946
530,868,947
531,872,950
532,871,951
533,870,951
534,869,949
535,871,950
536,866,950
537,867,947
538,865,947
539,865,947
540,866,948
541,863,951
542,867,951
543,865,954
544,866,954
545,866,955
546,865,953
547,864,954
548,862,953
549,860,951
550,859,951
551,858,951
552,855,954
553,855,953
554,856,957
555,857,959
556,858,961
557,858,961
558,856,960
559,854,959
560,851,960
561,849,958
562,844,960
563,844,960
564,846,962
565,847,962
566,847,968
567,848,971
568,850,971
569,848,973
570,849,974
571,851,972
572,847,971
573,847,972
574,847,972
575,846,975
576,847,975
577,850,979
578,850,981
579,854,979
580,857,984
581,859,980
582,863,980
583,866,980
584,867,978
585,872,977
586,870,975
587,875,975
588,878,975
589,880,974
590,884,975
591,888,974
592,892,975
593,895,973
594,894,972
595,898,970
596,896,965
597,898,963
598,898,960
599,896,961
600,899,959
601,898,959
602,902,961
603,903,961
604,906,958
605,907,959
606,907,958
607,906,957
608,907,953
609,903,950
610,902,949
611,899,950
612,901,950
613,903,951
614,904,950
615,904,951
616,905,949
617,907,949
618,905,946
619,903,948
620,902,946
621,901,946
622,903,942
623,901,942
624,897,939
625,899,945
626,900,945
627,900,947
628,902,947
629,905,949
630,904,947
631,903,945
632,899,945
633,899,942
634,894,942
635,894,940
636,893,941
637,896,944
638,894,945
639,896,946
640,895,948
641,900,947
642,900,948
643,896,947
644,896,945
645,897,944
646,895,945
647,893,946
648,893,945
649,891,946
650,889,946
651,892,949
652,892,950
653,893,950
654,896,947
655,896,946
656,895,945
657,891,946
658,891,945
659,891,944
660,894,944
661,892,947
662,895,948
663,898,950
664,900,950
665,902,951
666,902,948
667,902,949
668,902,947
669,901,945
670,901,947
671,902,946
672,900,946
673,902,947
674,901,947
675,902,948
676,906,953
677,907,951
678,906,950
679,909,951
680,909,948
