'sample #','MLII','V1'
0,967,1034
1,967,1034
2,967,1034
3,967,1034
4,967,1034
5,967,1034
6,967,1034
7,967,1034
8,966,1034
9,968,1034
10,964,1035
11,963,1031
12,960,1027
13,959,1031
14,961,1035
15,967,1039
16,967,1037
17,962,1034
18,960,1031
19,956,1034
20,959,1039
21,962,1040
22,961,1040
23,959,1038
24,957,1037
25,957,1037
26,963,1041
27,963,1043
28,963,1041
29,962,1040
30,959,1038
31,959,1039
32,960,1041
33,962,1042
34,965,1041
35,963,1040
36,961,1036
37,958,1038
38,957,1040
39,965,1044
40,964,1041
41,960,1037
42,958,1035
43,955,1036
44,956,1040
45,957,1042
46,959,1038
47,957,1035
48,956,1032
49,953,1033
50,958,1034
51,961,1034
52,963,1034
53,963,1032
54,958,1029
55,959,1028
56,962,1030
57,964,1033
58,966,1031
59,962,1029
60,960,1023
61,959,1026
62,960,1028
63,966,1030
64,966,1028
65,965,1025
66,958,1022
67,961,1022
68,966,1024
69,970,1025
70,970,1020
71,968,1018
72,966,1014
73,965,1013
74,969,1012
75,971,1015
76,973,1014
77,972,1011
78,970,1007
79,969,1004
80,969,1004
81,977,1009
82,977,1007
83,977,1005
84,974,1003
85,976,1003
86,979,1003
87,982,1001
88,984,1002
89,984,999
90,985,997
91,984,995
92,989,995
93,992,999
94,993,999
95,989,997
96,994,998
97,992,998
98,996,1002
99,1000,1003
100,1002,1001
101,1000,1001
102,996,1002
103,996,1004
104,999,1013
105,1002,1017
106,1000,1020
107,996,1019
108,994,1023
109,993,1026
110,995,1032
111,996,1038
112,996,1040
113,987,1040
114,987,1040
115,984,1043
116,987,1043
117,990,1046
118,989,1044
119,982,1040
120,980,1037
121,978,1039
122,981,1041
123,984,1044
124,982,1041
125,979,1038
126,975,1037
127,979,1038
128,978,1042
129,980,1046
130,981,1043
131,979,1040
132,975,1037
133,975,1040
134,981,1039
135,982,1043
136,982,1041
137,982,1042
138,979,1041
139,980,1042
140,981,1045
141,982,1046
142,982,1041
143,981,1042
144,978,1039
145,979,1040
146,980,1042
147,983,1044
148,984,1044
149,982,1041
150,982,1039
151,981,1040
152,982,1042
153,989,1045
154,990,1040
155,989,1036
