'sample #','MLII','V1'
0,972,982
1,972,982
2,972,982
3,972,982
4,972,982
5,972,982
6,972,982
7,972,982
8,972,985
9,974,987
10,976,989
11,979,990
12,982,988
13,984,988
14,984,986
15,984,990
16,988,988
17,990,987
18,993,987
19,991,986
20,990,985
21,989,985
22,990,989
23,991,991
24,992,992
25,990,983
26,989,972
27,987,965
28,989,965
29,990,973
30,991,976
31,989,975
32,984,972
33,983,965
34,982,964
35,982,966
36,982,968
37,979,967
38,976,967
39,974,969
40,975,971
41,975,975
42,974,975
43,973,973
44,970,973
45,966,975
46,963,978
47,962,981
48,963,984
49,963,986
50,962,984
51,962,987
52,962,988
53,965,991
54,964,989
55,960,992
56,959,993
57,959,998
58,960,999
59,963,996
60,966,993
61,965,993
62,966,992
63,963,996
64,965,1000
65,967,1006
66,965,1001
67,965,998
68,964,997
69,963,999
70,967,1004
71,967,1007
72,968,1005
73,967,1002
74,966,1001
75,965,1005
76,965,1007
77,968,1009
78,969,1011
79,971,1011
80,973,1007
81,972,1007
82,975,1004
83,977,1003
84,977,1002
85,976,996
86,976,993
87,973,991
88,974,989
89,975,986
90,975,984
91,973,982
92,972,978
93,971,980
94,972,981
95,970,983
96,969,985
97,966,983
98,964,978
99,963,977
100,962,980
101,963,981
102,966,977
103,967,972
104,964,971
105,964,971
106,965,975
107,967,979
108,967,980
109,968,978
110,966,972
111,963,972
112,964,975
113,964,978
114,963,979
115,961,977
116,957,978
117,955,984
118,956,990
119,958,993
120,959,995
121,959,995
122,958,991
123,959,989
124,961,989
125,964,993
126,963,994
127,961,995
128,957,1000
129,957,1004
130,959,1009
131,962,1008
132,963,1002
133,960,995
134,958,990
135,958,990
136,962,994
137,963,996
138,962,997
139,960,997
140,957,997
141,958,1001
142,961,1009
143,963,1014
144,971,1014
145,976,1006
146,982,990
147,986,977
148,990,964
149,998,953
150,1008,936
151,1025,917
152,1044,896
153,1061,876
154,1085,856
155,1110,850
156,1140,852
157,1165,855
158,1177,861
159,1191,873
160,1202,899
161,1198,927
162,1174,952
163,1139,969
164,1099,973
165,1054,972
166,1018,968
167,998,968
168,988,971
169,980,973
170,978,978
171,977,983
172,981,989
173,981,989
174,980,992
175,977,989
176,973,989
177,971,991
178,969,995
179,969,999
180,965,1002
181,964,1006
182,963,1010
183,962,1014
184,964,1017
185,961,1020
186,959,1009
187,955,990
188,957,973
189,956,970
190,960,976
191,965,984
192,967,986
193,965,987
194,961,987
195,960,987
196,959,989
197,959,992
198,959,994
199,957,995
200,959,993
201,957,995
202,960,1001
203,960,1003
204,962,1005
205,962,1008
206,964,1007
207,968,1008
208,973,1010
209,977,1011
210,982,1010
211,983,1008
212,984,1008
213,983,1010
214,981,1010
215,985,1015
216,985,1012
217,983,1001
218,982,989
219,981,988
220,982,992
221,985,994
222,989,986
223,991,978
224,989,977
225,991,978
226,992,982
227,992,982
228,992,983
229,991,980
230,990,973
231,987,964
232,984,961
233,986,959
234,988,960
235,989,959
236,991,961
237,989,965
238,990,966
239,991,972
240,990,972
241,989,972
242,986,973
243,985,975
244,983,982
245,985,991
246,982,992
247,983,989
248,981,985
249,979,985
250,979,995
251,980,1003
252,978,1002
253,974,994
254,971,997
255,966,1012
256,967,1025
257,969,1030
258,969,1018
259,964,996
260,958,982
261,957,978
262,962,982
263,968,991
264,971,997
265,973,1001
266,974,1000
267,973,1006
268,970,1008
269,972,1009
270,974,1009
271,976,1006
272,976,1005
273,976,1008
274,981,1009
275,981,1016
276,980,1013
277,977,1008
278,976,1000
279,972,994
280,973,999
281,973,1000
282,972,999
283,973,1001
284,972,1002
285,971,1007
286,973,1011
287,973,1006
288,971,995
289,970,980
290,969,978
291,968,979
292,971,984
293,970,990
294,971,996
295,969,993
296,969,986
297,966,979
298,965,975
299,964,973
300,966,974
301,965,975
302,963,976
303,961,980
304,961,987
305,962,992
306,963,994
307,963,992
308,965,991
309,960,992
310,958,996
311,958,998
312,958,1000
313,957,1008
314,954,1017
315,956,1023
316,959,1025
317,963,1028
318,965,1035
319,964,1033
320,960,1020
321,954,1011
322,952,1015
323,955,1026
324,961,1027
325,966,1018
326,966,1007
327,965,994
328,957,991
329,957,989
330,960,990
331,965,990
332,966,990
333,967,989
334,969,991
335,968,994
336,970,998
337,971,1001
338,967,1006
339,967,1010
340,970,1012
341,969,1010
342,966,1010
343,964,1014
344,962,1009
345,961,994
346,960,981
347,963,975
348,966,984
349,968,995
350,967,1001
351,966,1004
352,966,997
353,966,984
354,965,976
355,963,974
356,962,973
357,966,974
358,970,977
359,973,984
360,974,991
361,968,992
362,961,989
363,954,984
364,951,988
365,952,991
366,955,996
367,957,998
368,955,999
369,959,1007
370,962,1010
371,965,1013
372,964,1019
373,967,1032
374,970,1048
375,971,1054
376,972,1044
377,966,1030
378,966,1015
379,967,1002
380,971,996
381,971,999
382,976,1006
383,978,1001
384,976,987
385,970,977
386,968,973
387,967,977
388,970,978
389,975,979
390,979,982
391,981,981
392,981,978
393,977,978
394,975,981
395,973,984
396,972,985
397,969,986
398,965,988
399,964,995
400,968,998
401,971,999
402,977,993
403,982,976
404,985,954
405,988,935
406,1000,915
407,1016,898
408,1044,877
409,1071,855
410,1094,843
411,1119,853
412,1148,876
413,1171,902
414,1194,915
415,1213,923
416,1220,938
417,1202,964
418,1168,995
419,1124,1020
420,1078,1037
421,1033,1042
422,1000,1026
423,975,1005
424,958,992
425,954,989
426,964,989
427,977,989
428,983,979
429,985,975
430,984,977
431,985,984
432,984,986
433,982,983
434,981,980
435,978,981
436,977,979
437,978,978
438,980,980
439,979,976
440,976,974
441,974,974
442,977,977
443,976,978
444,975,977
445,975,976
446,973,972
447,973,975
448,973,977
449,974,980
450,974,985
451,974,985
452,976,986
453,976,989
454,977,986
455,980,983
456,979,970
